Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Note
ITA,2011-07-01,2011-07-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2011,2011,,93.841910,X,base year is 2015
ITA,2012-07-01,2012-07-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2012,2012,,96.231620,X,base year is 2015
ITA,2013-07-01,2013-07-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2013,2013,,99.080880,X,base year is 2015
ITA,2014-07-01,2014-07-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2014,2014,,98.345590,X,base year is 2015
ITA,2015-07-01,2015-07-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2015,2015,,99.172790,X,base year is 2015
ITA,2016-07-01,2016-07-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2016,2016,,99.800000,X,base year is 2015
ITA,2017-07-01,2017-07-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2017,2017,,100.700000,X,base year is 2015
ITA,2018-07-01,2018-07-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2018,2018,,103.100000,X,base year is 2015
ITA,2019-07-01,2019-07-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2019,2019,,103.900000,X,base year is 2015
ITA,2020-07-01,2020-07-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2020,2020,,105.400000,X,base year is 2015
ITA,2021-07-01,2021-07-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2021,2021,,105.500000,X,base year is 2015
ITA,2022-07-01,2022-07-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2022,2022,,116.000000,X,base year is 2015
ITA,2023-07-01,2023-07-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2023,2023,,128.400000,X,base year is 2015
ITA,2000-08-01,2000-08-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2000,2000,,71.791440,X,base year is 2015
ITA,2001-08-01,2001-08-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2001,2001,,75.133690,X,base year is 2015
ITA,2002-08-01,2002-08-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2002,2002,,77.272730,X,base year is 2015
ITA,2003-08-01,2003-08-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2003,2003,,80.080220,X,base year is 2015
ITA,2004-08-01,2004-08-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2004,2004,,81.617650,X,base year is 2015
ITA,2005-08-01,2005-08-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2005,2005,,81.483960,X,base year is 2015
ITA,2006-08-01,2006-08-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2006,2006,,83.288770,X,base year is 2015
ITA,2007-08-01,2007-08-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2007,2007,,85.294120,X,base year is 2015
ITA,2008-08-01,2008-08-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2008,2008,,90.641710,X,base year is 2015
ITA,2009-08-01,2009-08-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2009,2009,,91.577540,X,base year is 2015
ITA,2010-08-01,2010-08-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2010,2010,,91.711230,X,base year is 2015
ITA,2011-08-01,2011-08-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2011,2011,,93.750000,X,base year is 2015
ITA,2012-08-01,2012-08-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2012,2012,,96.139710,X,base year is 2015
ITA,2013-08-01,2013-08-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2013,2013,,98.713230,X,base year is 2015
ITA,2014-08-01,2014-08-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2014,2014,,98.253680,X,base year is 2015
ITA,2015-08-01,2015-08-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2015,2015,,99.172790,X,base year is 2015
ITA,2016-08-01,2016-08-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2016,2016,,100.100000,X,base year is 2015
ITA,2017-08-01,2017-08-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2017,2017,,100.900000,X,base year is 2015
ITA,2018-08-01,2018-08-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2018,2018,,103.100000,X,base year is 2015
ITA,2019-08-01,2019-08-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2019,2019,,104.000000,X,base year is 2015
ITA,2020-08-01,2020-08-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2020,2020,,105.100000,X,base year is 2015
ITA,2021-08-01,2021-08-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2021,2021,,105.900000,X,base year is 2015
ITA,2022-08-01,2022-08-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2022,2022,,117.000000,X,base year is 2015
ITA,2023-08-01,2023-08-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2023,2023,,128.600000,X,base year is 2015
ITA,2000-09-01,2000-09-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2000,2000,,71.925130,X,base year is 2015
ITA,2001-09-01,2001-09-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2001,2001,,75.200530,X,base year is 2015
ITA,2002-09-01,2002-09-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2002,2002,,77.540110,X,base year is 2015
ITA,2003-09-01,2003-09-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2003,2003,,80.614970,X,base year is 2015
ITA,2004-09-01,2004-09-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2004,2004,,81.483960,X,base year is 2015
ITA,2005-09-01,2005-09-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2005,2005,,81.550800,X,base year is 2015
ITA,2006-09-01,2006-09-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2006,2006,,83.556150,X,base year is 2015
ITA,2007-09-01,2007-09-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2007,2007,,85.962570,X,base year is 2015
ITA,2008-09-01,2008-09-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2008,2008,,90.909090,X,base year is 2015
ITA,2009-09-01,2009-09-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2009,2009,,91.577540,X,base year is 2015
ITA,2010-09-01,2010-09-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2010,2010,,91.911770,X,base year is 2015
ITA,2011-09-01,2011-09-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2011,2011,,94.025730,X,base year is 2015
ITA,2012-09-01,2012-09-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2012,2012,,96.691180,X,base year is 2015
ITA,2013-09-01,2013-09-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2013,2013,,98.529410,X,base year is 2015
ITA,2014-09-01,2014-09-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2014,2014,,98.437500,X,base year is 2015
ITA,2015-09-01,2015-09-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2015,2015,,99.908090,X,base year is 2015
ITA,2016-09-01,2016-09-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2016,2016,,100.000000,X,base year is 2015
ITA,2017-09-01,2017-09-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2017,2017,,101.400000,X,base year is 2015
ITA,2018-09-01,2018-09-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2018,2018,,102.900000,X,base year is 2015
ITA,2019-09-01,2019-09-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2019,2019,,103.600000,X,base year is 2015
ITA,2020-09-01,2020-09-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2020,2020,,104.800000,X,base year is 2015
ITA,2021-09-01,2021-09-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2021,2021,,106.000000,X,base year is 2015
ITA,2022-09-01,2022-09-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2022,2022,,118.400000,X,base year is 2015
ITA,2023-09-01,2023-09-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2023,2023,,128.500000,X,base year is 2015
ITA,2000-10-01,2000-10-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2000,2000,,72.125670,X,base year is 2015
ITA,2001-10-01,2001-10-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2001,2001,,75.401070,X,base year is 2015
ITA,2002-10-01,2002-10-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2002,2002,,77.807490,X,base year is 2015
ITA,2003-10-01,2003-10-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2003,2003,,81.082890,X,base year is 2015
ITA,2004-10-01,2004-10-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2004,2004,,81.350270,X,base year is 2015
ITA,2005-10-01,2005-10-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2005,2005,,81.550800,X,base year is 2015
ITA,2006-10-01,2006-10-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2006,2006,,83.756680,X,base year is 2015
ITA,2007-10-01,2007-10-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2007,2007,,86.631020,X,base year is 2015
ITA,2008-10-01,2008-10-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2008,2008,,91.109630,X,base year is 2015
ITA,2009-10-01,2009-10-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2009,2009,,91.644390,X,base year is 2015
ITA,2010-10-01,2010-10-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2010,2010,,92.179150,X,base year is 2015
ITA,2011-10-01,2011-10-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2011,2011,,94.485290,X,base year is 2015
ITA,2012-10-01,2012-10-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2012,2012,,96.966910,X,base year is 2015
ITA,2013-10-01,2013-10-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2013,2013,,98.345590,X,base year is 2015
ITA,2014-10-01,2014-10-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2014,2014,,98.437500,X,base year is 2015
ITA,2015-10-01,2015-10-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2015,2015,,100.275700,X,base year is 2015
ITA,2016-10-01,2016-10-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2016,2016,,100.100000,X,base year is 2015
ITA,2017-10-01,2017-10-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2017,2017,,102.200000,X,base year is 2015
ITA,2018-10-01,2018-10-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2018,2018,,102.900000,X,base year is 2015
ITA,2019-10-01,2019-10-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2019,2019,,103.700000,X,base year is 2015
ITA,2020-10-01,2020-10-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2020,2020,,105.100000,X,base year is 2015
ITA,2021-10-01,2021-10-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2021,2021,,106.300000,X,base year is 2015
ITA,2022-10-01,2022-10-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2022,2022,,120.700000,X,base year is 2015
ITA,2023-10-01,2023-10-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2023,2023,,128.500000,X,base year is 2015
ITA,2000-11-01,2000-11-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2000,2000,,72.259360,X,base year is 2015
ITA,2001-11-01,2001-11-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2001,2001,,75.534760,X,base year is 2015
ITA,2002-11-01,2002-11-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2002,2002,,78.074870,X,base year is 2015
ITA,2003-11-01,2003-11-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2003,2003,,81.283420,X,base year is 2015
ITA,2004-11-01,2004-11-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2004,2004,,81.149730,X,base year is 2015
ITA,2005-11-01,2005-11-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2005,2005,,81.617650,X,base year is 2015
ITA,2006-11-01,2006-11-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2006,2006,,83.957220,X,base year is 2015
ITA,2007-11-01,2007-11-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2007,2007,,87.098930,X,base year is 2015
ITA,2008-11-01,2008-11-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2008,2008,,91.176470,X,base year is 2015
ITA,2009-11-01,2009-11-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2009,2009,,91.644390,X,base year is 2015
ITA,2010-11-01,2010-11-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2010,2010,,92.245990,X,base year is 2015
ITA,2011-11-01,2011-11-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2011,2011,,95.128680,X,base year is 2015
ITA,2012-11-01,2012-11-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2012,2012,,97.334560,X,base year is 2015
ITA,2013-11-01,2013-11-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2013,2013,,98.621320,X,base year is 2015
ITA,2014-11-01,2014-11-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2014,2014,,99.080880,X,base year is 2015
ITA,2015-11-01,2015-11-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2015,2015,,100.551500,X,base year is 2015
ITA,2016-11-01,2016-11-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2016,2016,,100.600000,X,base year is 2015
ITA,2017-11-01,2017-11-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2017,2017,,102.500000,X,base year is 2015
ITA,2018-11-01,2018-11-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2018,2018,,103.400000,X,base year is 2015
ITA,2019-11-01,2019-11-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2019,2019,,104.200000,X,base year is 2015
ITA,2020-11-01,2020-11-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2020,2020,,105.600000,X,base year is 2015
ITA,2021-11-01,2021-11-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2021,2021,,107.200000,X,base year is 2015
ITA,2022-11-01,2022-11-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2022,2022,,121.800000,X,base year is 2015
ITA,2023-11-01,2023-11-30,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2023,2023,,129.000000,X,base year is 2015
ITA,2000-12-01,2000-12-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2000,2000,,72.794120,X,base year is 2015
ITA,2001-12-01,2001-12-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2001,2001,,75.935830,X,base year is 2015
ITA,2002-12-01,2002-12-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2002,2002,,78.409090,X,base year is 2015
ITA,2003-12-01,2003-12-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2003,2003,,81.483960,X,base year is 2015
ITA,2004-12-01,2004-12-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2004,2004,,81.216580,X,base year is 2015
ITA,2005-12-01,2005-12-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2005,2005,,81.885030,X,base year is 2015
ITA,2006-12-01,2006-12-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2006,2006,,84.090910,X,base year is 2015
ITA,2007-12-01,2007-12-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2007,2007,,87.566840,X,base year is 2015
ITA,2008-12-01,2008-12-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2008,2008,,91.310160,X,base year is 2015
ITA,2009-12-01,2009-12-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2009,2009,,91.711230,X,base year is 2015
ITA,2010-12-01,2010-12-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2010,2010,,92.446530,X,base year is 2015
ITA,2011-12-01,2011-12-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2011,2011,,95.128680,X,base year is 2015
ITA,2012-12-01,2012-12-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2012,2012,,97.610290,X,base year is 2015
ITA,2013-12-01,2013-12-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2013,2013,,99.264710,X,base year is 2015
ITA,2014-12-01,2014-12-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2014,2014,,99.080880,X,base year is 2015
ITA,2015-12-01,2015-12-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2015,2015,,100.275700,X,base year is 2015
ITA,2016-12-01,2016-12-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2016,2016,,101.100000,X,base year is 2015
ITA,2017-12-01,2017-12-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2017,2017,,102.600000,X,base year is 2015
ITA,2018-12-01,2018-12-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2018,2018,,103.400000,X,base year is 2015
ITA,2019-12-01,2019-12-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2019,2019,,104.200000,X,base year is 2015
ITA,2020-12-01,2020-12-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2020,2020,,105.000000,X,base year is 2015
ITA,2021-12-01,2021-12-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2021,2021,,108.000000,X,base year is 2015
ITA,2022-12-01,2022-12-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2022,2022,,122.200000,X,base year is 2015
ITA,2023-12-01,2023-12-31,106,'380,Italy,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2023,2023,,129.400000,X,base year is 2015
ITA,2000-01-01,2000-01-31,106,'380,Italy,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2000,2000,,74.082539,X,base year is 2015
ITA,2001-01-01,2001-01-31,106,'380,Italy,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2001,2001,,76.279049,X,base year is 2015
ITA,2002-01-01,2002-01-31,106,'380,Italy,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2002,2002,,78.076203,X,base year is 2015
ITA,2003-01-01,2003-01-31,106,'380,Italy,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2003,2003,,80.272722,X,base year is 2015
ITA,2004-01-01,2004-01-31,106,'380,Italy,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2004,2004,,82.069866,X,base year is 2015
ITA,2005-01-01,2005-01-31,106,'380,Italy,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2005,2005,,83.600777,X,base year is 2015
ITA,2006-01-01,2006-01-31,106,'380,Italy,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2006,2006,,85.464491,X,base year is 2015
ITA,2007-01-01,2007-01-31,106,'380,Italy,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2007,2007,,86.928831,X,base year is 2015
ITA,2008-01-01,2008-01-31,106,'380,Italy,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2008,2008,,89.524716,X,base year is 2015
ITA,2009-01-01,2009-01-31,106,'380,Italy,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2009,2009,,90.989065,X,base year is 2015
ITA,2010-01-01,2010-01-31,106,'380,Italy,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2010,2010,,92.187161,X,base year is 2015
ITA,2011-01-01,2011-01-31,106,'380,Italy,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2011,2011,,94.169083,X,base year is 2015
ITA,2012-01-01,2012-01-31,106,'380,Italy,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2012,2012,,97.146768,X,base year is 2015
ITA,2013-01-01,2013-01-31,106,'380,Italy,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2013,2013,,99.286969,X,base year is 2015
ITA,2014-01-01,2014-01-31,106,'380,Italy,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2014,2014,,99.938334,X,base year is 2015
ITA,2015-01-01,2015-01-31,106,'380,Italy,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2015,2015,,99.380029,X,base year is 2015
ITA,2016-01-01,2016-01-31,106,'380,Italy,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2016,2016,,99.631267,X,base year is 2015
ITA,2017-01-01,2017-01-31,106,'380,Italy,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2017,2017,,100.631581,X,base year is 2015
ITA,2018-01-01,2018-01-31,106,'380,Italy,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2018,2018,,101.531864,X,base year is 2015
ITA,2019-01-01,2019-01-31,106,'380,Italy,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2019,2019,,102.432146,X,base year is 2015
ITA,2020-01-01,2020-01-31,106,'380,Italy,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2020,2020,,102.932303,X,base year is 2015
ITA,2021-01-01,2021-01-31,106,'380,Italy,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2021,2021,,103.332429,X,base year is 2015
ITA,2022-01-01,2022-01-31,106,'380,Italy,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2022,2022,,108.333999,X,base year is 2015
ITA,2023-01-01,2023-01-31,106,'380,Italy,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2023,2023,,119.137389,X,base year is 2015
ITA,2024-01-01,2024-01-31,106,'380,Italy,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2024,2024,,120.137703,X,base year is 2015
ITA,2000-02-01,2000-02-29,106,'380,Italy,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7002,February,2000,2000,,74.348783,X,base year is 2015
ITA,2001-02-01,2001-02-28,106,'380,Italy,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7002,February,2001,2001,,76.545302,X,base year is 2015
ITA,2002-02-01,2002-02-28,106,'380,Italy,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7002,February,2002,2002,,78.342446,X,base year is 2015
ITA,2003-02-01,2003-02-28,106,'380,Italy,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7002,February,2003,2003,,80.405844,X,base year is 2015
ITA,2004-02-01,2004-02-29,106,'380,Italy,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7002,February,2004,2004,,82.269559,X,base year is 2015
ITA,2005-02-01,2005-02-28,106,'380,Italy,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7002,February,2005,2005,,83.867030,X,base year is 2015
